situation,mode,overall,alpha,lam,test_loss
Similar task,Parameter-wise,False,0.010000,0.300000,0.449098
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.452783
Same task,Projection,False,0.010000,1.000000,0.410153
Similar task,Projection,False,0.010000,1.000000,0.426225
Unrelated task,Projection,False,0.010000,1.000000,0.476247
Same task,Parameter-wise,False,0.010000,1.000000,0.455148
Similar task,Parameter-wise,False,0.010000,1.000000,0.442011
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.444598
Same task,Projection,False,0.010000,3.000000,0.413691
Similar task,Projection,False,0.010000,3.000000,0.441203
Unrelated task,Projection,False,0.010000,3.000000,0.501982
Same task,Parameter-wise,False,0.010000,3.000000,0.539931
Similar task,Parameter-wise,False,0.010000,3.000000,0.539792
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.540435
Same task,Projection,False,0.010000,10.000000,0.418919
Similar task,Projection,False,0.010000,10.000000,0.439008
Unrelated task,Projection,False,0.010000,10.000000,0.542352
Same task,Parameter-wise,False,0.010000,10.000000,0.543197
Similar task,Parameter-wise,False,0.010000,10.000000,0.541673
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.541807
Same task,Projection,False,0.010000,0.100000,0.438655
Similar task,Projection,False,0.010000,0.100000,0.435581
Unrelated task,Projection,False,0.010000,0.100000,0.441724
Same task,Parameter-wise,False,0.010000,0.100000,0.432636
Similar task,Parameter-wise,False,0.010000,0.100000,0.438336
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.445458
Same task,Projection,False,0.010000,0.300000,0.428186
Similar task,Projection,False,0.010000,0.300000,0.436252
Unrelated task,Projection,False,0.010000,0.300000,0.449745
Same task,Parameter-wise,False,0.010000,0.300000,0.436282
Similar task,Parameter-wise,False,0.010000,0.300000,0.441534
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.446228
Same task,Projection,False,0.010000,1.000000,0.410010
Similar task,Projection,False,0.010000,1.000000,0.428536
Unrelated task,Projection,False,0.010000,1.000000,0.477613
Same task,Parameter-wise,False,0.010000,1.000000,0.461101
Similar task,Parameter-wise,False,0.010000,1.000000,0.452792
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.453506
Same task,Projection,False,0.010000,3.000000,0.415913
Similar task,Projection,False,0.010000,3.000000,0.425528
Unrelated task,Projection,False,0.010000,3.000000,0.494404
Same task,Parameter-wise,False,0.010000,3.000000,0.497852
Similar task,Parameter-wise,False,0.010000,3.000000,0.539333
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.540938
Same task,Projection,False,0.010000,10.000000,0.405780
Similar task,Projection,False,0.010000,10.000000,0.445551
Unrelated task,Projection,False,0.010000,10.000000,0.543211
Same task,Parameter-wise,False,0.010000,10.000000,0.541279
Similar task,Parameter-wise,False,0.010000,10.000000,0.541433
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.541495
Same task,Projection,False,0.010000,0.100000,0.448222
Similar task,Projection,False,0.010000,0.100000,0.447353
Unrelated task,Projection,False,0.010000,0.100000,0.449567
Same task,Parameter-wise,False,0.010000,0.100000,0.449119
Similar task,Parameter-wise,False,0.010000,0.100000,0.447596
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.453939
Same task,Projection,False,0.010000,0.300000,0.425585
Similar task,Projection,False,0.010000,0.300000,0.434594
Unrelated task,Projection,False,0.010000,0.300000,0.442730
Same task,Parameter-wise,False,0.010000,0.300000,0.448829
Similar task,Parameter-wise,False,0.010000,0.300000,0.452416
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.453201
Same task,Projection,False,0.010000,1.000000,0.413514
Similar task,Projection,False,0.010000,1.000000,0.427684
Unrelated task,Projection,False,0.010000,1.000000,0.472221
Same task,Parameter-wise,False,0.010000,1.000000,0.453402
Similar task,Parameter-wise,False,0.010000,1.000000,0.448508
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.470259
Same task,Projection,False,0.010000,3.000000,0.409770
Similar task,Projection,False,0.010000,3.000000,0.418430
Unrelated task,Projection,False,0.010000,3.000000,0.494609
Same task,Parameter-wise,False,0.010000,3.000000,0.479540
Similar task,Parameter-wise,False,0.010000,3.000000,0.534135
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.509228
Same task,Projection,False,0.010000,10.000000,0.412454
Similar task,Projection,False,0.010000,10.000000,0.426179
Unrelated task,Projection,False,0.010000,10.000000,0.543444
Same task,Parameter-wise,False,0.010000,10.000000,0.541719
Similar task,Parameter-wise,False,0.010000,10.000000,0.542210
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.541784
Same task,Projection,False,0.010000,0.100000,0.431606
Similar task,Projection,False,0.010000,0.100000,0.423861
Unrelated task,Projection,False,0.010000,0.100000,0.440678
Same task,Parameter-wise,False,0.010000,0.100000,0.434613
Similar task,Parameter-wise,False,0.010000,0.100000,0.437137
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.446577
Same task,Projection,False,0.010000,0.300000,0.418884
Similar task,Projection,False,0.010000,0.300000,0.429917
Unrelated task,Projection,False,0.010000,0.300000,0.446387
Same task,Parameter-wise,False,0.010000,0.300000,0.438311
Similar task,Parameter-wise,False,0.010000,0.300000,0.439747
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.447330
Same task,Projection,False,0.010000,1.000000,0.409745
Similar task,Projection,False,0.010000,1.000000,0.432766
Unrelated task,Projection,False,0.010000,1.000000,0.459716
Same task,Parameter-wise,False,0.010000,1.000000,0.443665
Similar task,Parameter-wise,False,0.010000,1.000000,0.453763
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.449623
Same task,Projection,False,0.010000,3.000000,0.414789
Similar task,Projection,False,0.010000,3.000000,0.441195
Unrelated task,Projection,False,0.010000,3.000000,0.494114
Same task,Parameter-wise,False,0.010000,3.000000,0.540923
Similar task,Parameter-wise,False,0.010000,3.000000,0.539160
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.484240
Same task,Projection,False,0.010000,10.000000,0.415928
Similar task,Projection,False,0.010000,10.000000,0.442699
Unrelated task,Projection,False,0.010000,10.000000,0.542912
Same task,Parameter-wise,False,0.010000,10.000000,0.541929
Similar task,Parameter-wise,False,0.010000,10.000000,0.541991
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.542001
Same task,Projection,False,0.010000,0.100000,0.431100
Similar task,Projection,False,0.010000,0.100000,0.435386
Unrelated task,Projection,False,0.010000,0.100000,0.444571
Same task,Parameter-wise,False,0.010000,0.100000,0.438552
Similar task,Parameter-wise,False,0.010000,0.100000,0.441669
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.441850
Same task,Projection,False,0.010000,0.300000,0.419442
Similar task,Projection,False,0.010000,0.300000,0.417870
Unrelated task,Projection,False,0.010000,0.300000,0.441001
Same task,Parameter-wise,False,0.010000,0.300000,0.438810
Similar task,Parameter-wise,False,0.010000,0.300000,0.447236
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.451443
Same task,Projection,False,0.010000,1.000000,0.414741
Similar task,Projection,False,0.010000,1.000000,0.420883
Unrelated task,Projection,False,0.010000,1.000000,0.464013
Same task,Parameter-wise,False,0.010000,1.000000,0.439938
Similar task,Parameter-wise,False,0.010000,1.000000,0.440727
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.444264
Same task,Projection,False,0.010000,3.000000,0.398957
Similar task,Projection,False,0.010000,3.000000,0.430104
Unrelated task,Projection,False,0.010000,3.000000,0.501975
Same task,Parameter-wise,False,0.010000,3.000000,0.536933
Similar task,Parameter-wise,False,0.010000,3.000000,0.469614
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.489540
Same task,Projection,False,0.010000,10.000000,0.411891
Similar task,Projection,False,0.010000,10.000000,0.431714
Unrelated task,Projection,False,0.010000,10.000000,0.543963
Same task,Parameter-wise,False,0.010000,10.000000,0.541507
Similar task,Parameter-wise,False,0.010000,10.000000,0.541610
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.542608
Same task,Projection,False,0.010000,0.100000,0.438528
Similar task,Projection,False,0.010000,0.100000,0.437169
Unrelated task,Projection,False,0.010000,0.100000,0.446742
Same task,Parameter-wise,False,0.010000,0.100000,0.452646
Similar task,Parameter-wise,False,0.010000,0.100000,0.449901
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.451419
Same task,Projection,False,0.010000,0.300000,0.432287
Similar task,Projection,False,0.010000,0.300000,0.436265
Unrelated task,Projection,False,0.010000,0.300000,0.446563
Same task,Parameter-wise,False,0.010000,0.300000,0.448557
Similar task,Parameter-wise,False,0.010000,0.300000,0.443502
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.441862
Same task,Projection,False,0.010000,1.000000,0.416275
Similar task,Projection,False,0.010000,1.000000,0.423768
Unrelated task,Projection,False,0.010000,1.000000,0.469547
Same task,Parameter-wise,False,0.010000,1.000000,0.448283
Similar task,Parameter-wise,False,0.010000,1.000000,0.446046
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.448214
Same task,Projection,False,0.010000,3.000000,0.407720
Similar task,Projection,False,0.010000,3.000000,0.437506
Unrelated task,Projection,False,0.010000,3.000000,0.497707
Same task,Parameter-wise,False,0.010000,3.000000,0.541505
Similar task,Parameter-wise,False,0.010000,3.000000,0.541260
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.534340
Same task,Projection,False,0.010000,10.000000,0.407052
Similar task,Projection,False,0.010000,10.000000,0.435552
Unrelated task,Projection,False,0.010000,10.000000,0.542913
Same task,Parameter-wise,False,0.010000,10.000000,0.542376
Similar task,Parameter-wise,False,0.010000,10.000000,0.541198
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.542815
Same task,Projection,False,0.010000,0.100000,0.438397
Similar task,Projection,False,0.010000,0.100000,0.426824
Unrelated task,Projection,False,0.010000,0.100000,0.443437
Same task,Parameter-wise,False,0.010000,0.100000,0.442489
Similar task,Parameter-wise,False,0.010000,0.100000,0.445005
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.452356
Same task,Projection,False,0.010000,0.300000,0.427690
Similar task,Projection,False,0.010000,0.300000,0.440830
Unrelated task,Projection,False,0.010000,0.300000,0.448449
Same task,Parameter-wise,False,0.010000,0.300000,0.447654
Similar task,Parameter-wise,False,0.010000,0.300000,0.454960
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.447159
Same task,Projection,False,0.010000,1.000000,0.411690
Similar task,Projection,False,0.010000,1.000000,0.443096
Unrelated task,Projection,False,0.010000,1.000000,0.468098
Same task,Parameter-wise,False,0.010000,1.000000,0.446749
Similar task,Parameter-wise,False,0.010000,1.000000,0.448685
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.462734
Same task,Projection,False,0.010000,3.000000,0.411742
Similar task,Projection,False,0.010000,3.000000,0.427919
Unrelated task,Projection,False,0.010000,3.000000,0.485542
Same task,Parameter-wise,False,0.010000,3.000000,0.489063
Similar task,Parameter-wise,False,0.010000,3.000000,0.541271
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.483153
Same task,Projection,False,0.010000,10.000000,0.415678
Similar task,Projection,False,0.010000,10.000000,0.428514
Unrelated task,Projection,False,0.010000,10.000000,0.507565
Same task,Parameter-wise,False,0.010000,10.000000,0.542026
Similar task,Parameter-wise,False,0.010000,10.000000,0.542326
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.540873
Same task,Projection,False,0.010000,0.100000,0.441784
Similar task,Projection,False,0.010000,0.100000,0.436699
Unrelated task,Projection,False,0.010000,0.100000,0.450042
Same task,Parameter-wise,False,0.010000,0.100000,0.452244
Similar task,Parameter-wise,False,0.010000,0.100000,0.450187
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.451005
Same task,Projection,False,0.010000,0.300000,0.440065
Similar task,Projection,False,0.010000,0.300000,0.439417
Unrelated task,Projection,False,0.010000,0.300000,0.449623
Same task,Parameter-wise,False,0.010000,0.300000,0.454445
Similar task,Parameter-wise,False,0.010000,0.300000,0.454495
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.453984
Same task,Projection,False,0.010000,1.000000,0.423517
Similar task,Projection,False,0.010000,1.000000,0.434136
Unrelated task,Projection,False,0.010000,1.000000,0.471642
Same task,Parameter-wise,False,0.010000,1.000000,0.453529
Similar task,Parameter-wise,False,0.010000,1.000000,0.452517
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.454158
Same task,Projection,False,0.010000,3.000000,0.427154
Similar task,Projection,False,0.010000,3.000000,0.430516
Unrelated task,Projection,False,0.010000,3.000000,0.500916
Same task,Parameter-wise,False,0.010000,3.000000,0.469317
Similar task,Parameter-wise,False,0.010000,3.000000,0.471143
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.475771
Same task,Projection,False,0.010000,10.000000,0.422392
Similar task,Projection,False,0.010000,10.000000,0.448138
Unrelated task,Projection,False,0.010000,10.000000,0.542988
Same task,Parameter-wise,False,0.010000,10.000000,0.540899
Similar task,Parameter-wise,False,0.010000,10.000000,0.540990
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.539477
Same task,Projection,False,0.010000,0.100000,0.445746
Similar task,Projection,False,0.010000,0.100000,0.452758
Unrelated task,Projection,False,0.010000,0.100000,0.456107
Same task,Parameter-wise,False,0.010000,0.100000,0.446528
Similar task,Parameter-wise,False,0.010000,0.100000,0.453815
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.454572
Same task,Projection,False,0.010000,0.300000,0.434274
Similar task,Projection,False,0.010000,0.300000,0.437263
Unrelated task,Projection,False,0.010000,0.300000,0.459749
Same task,Parameter-wise,False,0.010000,0.300000,0.443589
Similar task,Parameter-wise,False,0.010000,0.300000,0.452787
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.451246
Same task,Projection,False,0.010000,1.000000,0.414028
Similar task,Projection,False,0.010000,1.000000,0.428019
Unrelated task,Projection,False,0.010000,1.000000,0.467036
Same task,Parameter-wise,False,0.010000,1.000000,0.443325
Similar task,Parameter-wise,False,0.010000,1.000000,0.445666
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.452702
Same task,Projection,False,0.010000,3.000000,0.399258
Similar task,Projection,False,0.010000,3.000000,0.438542
Unrelated task,Projection,False,0.010000,3.000000,0.503244
Same task,Parameter-wise,False,0.010000,3.000000,0.474496
Similar task,Parameter-wise,False,0.010000,3.000000,0.467671
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.474879
Same task,Projection,False,0.010000,10.000000,0.418087
Similar task,Projection,False,0.010000,10.000000,0.439443
Unrelated task,Projection,False,0.010000,10.000000,0.542509
Same task,Parameter-wise,False,0.010000,10.000000,0.541356
Similar task,Parameter-wise,False,0.010000,10.000000,0.541377
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.541305
Same task,Projection,False,0.010000,0.100000,0.436367
Similar task,Projection,False,0.010000,0.100000,0.441476
Unrelated task,Projection,False,0.010000,0.100000,0.441832
Same task,Parameter-wise,False,0.010000,0.100000,0.438795
Similar task,Parameter-wise,False,0.010000,0.100000,0.443572
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.440043
Same task,Projection,False,0.010000,0.300000,0.429927
Similar task,Projection,False,0.010000,0.300000,0.427092
Unrelated task,Projection,False,0.010000,0.300000,0.442412
Same task,Parameter-wise,False,0.010000,0.300000,0.437786
Similar task,Parameter-wise,False,0.010000,0.300000,0.437893
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.445406
Same task,Projection,False,0.010000,1.000000,0.418339
Similar task,Projection,False,0.010000,1.000000,0.431329
Unrelated task,Projection,False,0.010000,1.000000,0.469814
Same task,Parameter-wise,False,0.010000,1.000000,0.446150
Similar task,Parameter-wise,False,0.010000,1.000000,0.443759
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.441456
Same task,Projection,False,0.010000,3.000000,0.429754
Similar task,Projection,False,0.010000,3.000000,0.431183
Unrelated task,Projection,False,0.010000,3.000000,0.492757
Same task,Parameter-wise,False,0.010000,3.000000,0.467030
Similar task,Parameter-wise,False,0.010000,3.000000,0.489998
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.459510
Same task,Projection,False,0.010000,10.000000,0.412522
Similar task,Projection,False,0.010000,10.000000,0.433412
Unrelated task,Projection,False,0.010000,10.000000,0.516358
Same task,Parameter-wise,False,0.010000,10.000000,0.497698
Similar task,Parameter-wise,False,0.010000,10.000000,0.541756
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.540807
Same task,Projection,False,0.010000,0.100000,0.434740
Similar task,Projection,False,0.010000,0.100000,0.433878
Unrelated task,Projection,False,0.010000,0.100000,0.439948
Same task,Parameter-wise,False,0.010000,0.100000,0.442082
Similar task,Parameter-wise,False,0.010000,0.100000,0.446417
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.440924
Same task,Projection,False,0.010000,0.300000,0.424897
Similar task,Projection,False,0.010000,0.300000,0.434525
Unrelated task,Projection,False,0.010000,0.300000,0.452440
Same task,Parameter-wise,False,0.010000,0.300000,0.446086
Similar task,Parameter-wise,False,0.010000,0.300000,0.446391
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.445836
Same task,Projection,False,0.010000,1.000000,0.420540
Similar task,Projection,False,0.010000,1.000000,0.437504
Unrelated task,Projection,False,0.010000,1.000000,0.464868
Same task,Parameter-wise,False,0.010000,1.000000,0.446550
Similar task,Parameter-wise,False,0.010000,1.000000,0.448848
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.451615
Same task,Projection,False,0.010000,3.000000,0.411798
Similar task,Projection,False,0.010000,3.000000,0.434462
Unrelated task,Projection,False,0.010000,3.000000,0.500043
Same task,Parameter-wise,False,0.010000,3.000000,0.478953
Similar task,Parameter-wise,False,0.010000,3.000000,0.492980
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.497697
Same task,Projection,False,0.010000,10.000000,0.410452
Similar task,Projection,False,0.010000,10.000000,0.441543
Unrelated task,Projection,False,0.010000,10.000000,0.543656
Same task,Parameter-wise,False,0.010000,10.000000,0.541719
Similar task,Parameter-wise,False,0.010000,10.000000,0.541973
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.542605
Same task,Projection,False,0.010000,0.100000,0.435299
Similar task,Projection,False,0.010000,0.100000,0.434228
Unrelated task,Projection,False,0.010000,0.100000,0.442761
Same task,Parameter-wise,False,0.010000,0.100000,0.439595
Similar task,Parameter-wise,False,0.010000,0.100000,0.438437
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.441341
Same task,Projection,False,0.010000,0.300000,0.416857
Similar task,Projection,False,0.010000,0.300000,0.419449
Unrelated task,Projection,False,0.010000,0.300000,0.451643
Same task,Parameter-wise,False,0.010000,0.300000,0.439581
Similar task,Parameter-wise,False,0.010000,0.300000,0.443182
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.447222
Same task,Projection,False,0.010000,1.000000,0.401658
Similar task,Projection,False,0.010000,1.000000,0.420478
Unrelated task,Projection,False,0.010000,1.000000,0.469666
Same task,Parameter-wise,False,0.010000,1.000000,0.448627
Similar task,Parameter-wise,False,0.010000,1.000000,0.463987
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.456903
Same task,Projection,False,0.010000,3.000000,0.410798
Similar task,Projection,False,0.010000,3.000000,0.422904
Unrelated task,Projection,False,0.010000,3.000000,0.495611
Same task,Parameter-wise,False,0.010000,3.000000,0.490677
Similar task,Parameter-wise,False,0.010000,3.000000,0.489158
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.488545
Same task,Projection,False,0.010000,10.000000,0.418148
Similar task,Projection,False,0.010000,10.000000,0.543562
Unrelated task,Projection,False,0.010000,10.000000,0.542601
Same task,Parameter-wise,False,0.010000,10.000000,0.541747
Similar task,Parameter-wise,False,0.010000,10.000000,0.541786
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.540976
Same task,Projection,False,0.010000,0.100000,0.443866
Similar task,Projection,False,0.010000,0.100000,0.440930
Unrelated task,Projection,False,0.010000,0.100000,0.449442
Same task,Parameter-wise,False,0.010000,0.100000,0.445787
Similar task,Parameter-wise,False,0.010000,0.100000,0.442558
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.448116
Same task,Projection,False,0.010000,0.300000,0.427452
Similar task,Projection,False,0.010000,0.300000,0.438991
Unrelated task,Projection,False,0.010000,0.300000,0.441251
Same task,Parameter-wise,False,0.010000,0.300000,0.444241
Similar task,Parameter-wise,False,0.010000,0.300000,0.445291
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.449863
Same task,Projection,False,0.010000,1.000000,0.430219
Similar task,Projection,False,0.010000,1.000000,0.428471
Unrelated task,Projection,False,0.010000,1.000000,0.477301
Same task,Parameter-wise,False,0.010000,1.000000,0.444307
Similar task,Parameter-wise,False,0.010000,1.000000,0.446668
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.450822
Same task,Projection,False,0.010000,3.000000,0.402974
Similar task,Projection,False,0.010000,3.000000,0.429660
Unrelated task,Projection,False,0.010000,3.000000,0.494950
Same task,Parameter-wise,False,0.010000,3.000000,0.493791
Similar task,Parameter-wise,False,0.010000,3.000000,0.540878
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.486421
Same task,Projection,False,0.010000,10.000000,0.408680
Similar task,Projection,False,0.010000,10.000000,0.444764
Unrelated task,Projection,False,0.010000,10.000000,0.543235
Same task,Parameter-wise,False,0.010000,10.000000,0.542207
Similar task,Parameter-wise,False,0.010000,10.000000,0.542836
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.541595
Same task,Projection,False,0.010000,0.100000,0.439347
Similar task,Projection,False,0.010000,0.100000,0.437993
Unrelated task,Projection,False,0.010000,0.100000,0.450976
Same task,Parameter-wise,False,0.010000,0.100000,0.445911
Similar task,Parameter-wise,False,0.010000,0.100000,0.447210
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.451734
Same task,Projection,False,0.010000,0.300000,0.417775
Similar task,Projection,False,0.010000,0.300000,0.426004
Unrelated task,Projection,False,0.010000,0.300000,0.455036
Same task,Parameter-wise,False,0.010000,0.300000,0.445944
Similar task,Parameter-wise,False,0.010000,0.300000,0.451234
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.454696
Same task,Projection,False,0.010000,1.000000,0.413179
Similar task,Projection,False,0.010000,1.000000,0.422927
Unrelated task,Projection,False,0.010000,1.000000,0.471058
Same task,Parameter-wise,False,0.010000,1.000000,0.446841
Similar task,Parameter-wise,False,0.010000,1.000000,0.456695
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.458722
Same task,Projection,False,0.010000,3.000000,0.398274
Similar task,Projection,False,0.010000,3.000000,0.443082
Unrelated task,Projection,False,0.010000,3.000000,0.502944
Same task,Parameter-wise,False,0.010000,3.000000,0.484950
Similar task,Parameter-wise,False,0.010000,3.000000,0.478561
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.486333
Same task,Projection,False,0.010000,10.000000,0.405250
Similar task,Projection,False,0.010000,10.000000,0.445893
Unrelated task,Projection,False,0.010000,10.000000,0.511158
Same task,Parameter-wise,False,0.010000,10.000000,0.529539
Similar task,Parameter-wise,False,0.010000,10.000000,0.542787
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.542507
Same task,Projection,False,0.010000,0.100000,0.442188
Similar task,Projection,False,0.010000,0.100000,0.436566
Unrelated task,Projection,False,0.010000,0.100000,0.451847
Same task,Parameter-wise,False,0.010000,0.100000,0.445418
Similar task,Parameter-wise,False,0.010000,0.100000,0.448419
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.444235
Same task,Projection,False,0.010000,0.300000,0.430298
Similar task,Projection,False,0.010000,0.300000,0.438710
Unrelated task,Projection,False,0.010000,0.300000,0.455408
Same task,Parameter-wise,False,0.010000,0.300000,0.445395
Similar task,Parameter-wise,False,0.010000,0.300000,0.449493
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.450022
Same task,Projection,False,0.010000,1.000000,0.416616
Similar task,Projection,False,0.010000,1.000000,0.426986
Unrelated task,Projection,False,0.010000,1.000000,0.476233
Same task,Parameter-wise,False,0.010000,1.000000,0.450278
Similar task,Parameter-wise,False,0.010000,1.000000,0.461706
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.459579
Same task,Projection,False,0.010000,3.000000,0.409311
Similar task,Projection,False,0.010000,3.000000,0.431506
Unrelated task,Projection,False,0.010000,3.000000,0.502945
Same task,Parameter-wise,False,0.010000,3.000000,0.476829
Similar task,Parameter-wise,False,0.010000,3.000000,0.477949
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.480551
Same task,Projection,False,0.010000,10.000000,0.414662
Similar task,Projection,False,0.010000,10.000000,0.449091
Unrelated task,Projection,False,0.010000,10.000000,0.542537
Same task,Parameter-wise,False,0.010000,10.000000,0.541257
Similar task,Parameter-wise,False,0.010000,10.000000,0.489950
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.540321
Same task,Projection,False,0.010000,0.100000,0.439083
Similar task,Projection,False,0.010000,0.100000,0.444996
Unrelated task,Projection,False,0.010000,0.100000,0.446904
Same task,Parameter-wise,False,0.010000,0.100000,0.436486
Similar task,Parameter-wise,False,0.010000,0.100000,0.439228
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.444376
Same task,Projection,False,0.010000,0.300000,0.423564
Similar task,Projection,False,0.010000,0.300000,0.433213
Unrelated task,Projection,False,0.010000,0.300000,0.443415
Same task,Parameter-wise,False,0.010000,0.300000,0.437733
Similar task,Parameter-wise,False,0.010000,0.300000,0.436084
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.442385
Same task,Projection,False,0.010000,1.000000,0.412621
Similar task,Projection,False,0.010000,1.000000,0.422643
Unrelated task,Projection,False,0.010000,1.000000,0.468472
Same task,Parameter-wise,False,0.010000,1.000000,0.445164
Similar task,Parameter-wise,False,0.010000,1.000000,0.449851
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.445262
Same task,Projection,False,0.010000,3.000000,0.406679
Similar task,Projection,False,0.010000,3.000000,0.420689
Unrelated task,Projection,False,0.010000,3.000000,0.494041
Same task,Parameter-wise,False,0.010000,3.000000,0.494208
Similar task,Parameter-wise,False,0.010000,3.000000,0.520738
Unrelated task,Parameter-wise,False,0.010000,3.000000,0.540021
Same task,Projection,False,0.010000,10.000000,0.402562
Similar task,Projection,False,0.010000,10.000000,0.543083
Unrelated task,Projection,False,0.010000,10.000000,0.543431
Same task,Parameter-wise,False,0.010000,10.000000,0.541417
Similar task,Parameter-wise,False,0.010000,10.000000,0.541796
Unrelated task,Parameter-wise,False,0.010000,10.000000,0.542534
Same task,Projection,False,0.010000,0.100000,0.432222
Similar task,Projection,False,0.010000,0.100000,0.438325
Unrelated task,Projection,False,0.010000,0.100000,0.445695
Same task,Parameter-wise,False,0.010000,0.100000,0.440121
Similar task,Parameter-wise,False,0.010000,0.100000,0.444313
Unrelated task,Parameter-wise,False,0.010000,0.100000,0.442094
Same task,Projection,False,0.010000,0.300000,0.429232
Similar task,Projection,False,0.010000,0.300000,0.440905
Unrelated task,Projection,False,0.010000,0.300000,0.441386
Same task,Parameter-wise,False,0.010000,0.300000,0.442922
Similar task,Parameter-wise,False,0.010000,0.300000,0.448373
Unrelated task,Parameter-wise,False,0.010000,0.300000,0.452155
Same task,Projection,False,0.010000,1.000000,0.412934
Similar task,Projection,False,0.010000,1.000000,0.431517
Unrelated task,Projection,False,0.010000,1.000000,0.468481
Same task,Parameter-wise,False,0.010000,1.000000,0.448789
Similar task,Parameter-wise,False,0.010000,1.000000,0.451514
Unrelated task,Parameter-wise,False,0.010000,1.000000,0.459335
Same task,Projection,False,0.010000,3.000000,0.417266
Similar task,Projection,False,0.010000,3.000000,0.441269
Unrelated task,Projection,False,0.010000,3.000000,0.494995
Same task,Parameter-wise,False,0.010000,3.000000,0.490918
Similar task,Parameter-wise,False,0.010000,3.000000,0.483438
